iso_code,name,state,country,zone
54099,Bochalema,NSA,CO,6
54109,Bucarasica,NSA,CO,6
54125,Cacota,NSA,CO,6
54128,Cachira,NSA,CO,6
54172,Chinacota,NSA,CO,6
54174,Chitaga,NSA,CO,6
54206,Convencion,NSA,CO,6
54223,Cucutilla,NSA,CO,6
54239,Durania,NSA,CO,6
54245,El Carmen,NSA,CO,6
54250,El Tarra,NSA,CO,6
54261,El Zulia,NSA,CO,6
54313,Gramalote,NSA,CO,6
54344,Hacari,NSA,CO,6
54347,Herran,NSA,CO,6
54377,Labateca,NSA,CO,6
54385,La Esperanza,NSA,CO,6
54398,La Playa,NSA,CO,6
54405,Los Patios,NSA,CO,6
54418,Lourdes,NSA,CO,6
54480,Mutiscua,NSA,CO,6
54498,Ocaña,NSA,CO,6
54518,Pamplona,NSA,CO,6
54520,Pamplonita,NSA,CO,6
54553,Puerto Santander,NSA,CO,6
54599,Ragonvalia,NSA,CO,6
54660,Salazar,NSA,CO,6
54670,San Calixto,NSA,CO,6
54673,San Cayetano,NSA,CO,6
54680,Santiago,NSA,CO,6
54720,Sardinata,NSA,CO,6
54743,Silos,NSA,CO,6
54800,Teorama,NSA,CO,6
54810,Tibu,NSA,CO,6
54820,Toledo,NSA,CO,6
54871,Villa Caro,NSA,CO,6
54874,Villa Del Rosario,NSA,CO,6
52001,Pasto,NAR,CO,6
52019,Alban,NAR,CO,6
52022,Aldana,NAR,CO,6
52036,Ancuya,NAR,CO,6
52051,Arboleda,NAR,CO,6
52079,Barbacoas,NAR,CO,6
52083,Belen,NAR,CO,6
52110,Buesaco,NAR,CO,6
52203,Colon,NAR,CO,6
52207,Consaca,NAR,CO,6
52210,Contadero,NAR,CO,6
52215,Cordoba,NAR,CO,6
52224,Cuaspud,NAR,CO,6
52227,Cumbal,NAR,CO,6
52233,Cumbitara,NAR,CO,6
52240,Chachagsi,NAR,CO,6
52250,El Charco,NAR,CO,6
52254,El Peñol,NAR,CO,6
52256,El Rosario,NAR,CO,6
52258,El Tablon De Gomez,NAR,CO,6
52260,El Tambo,NAR,CO,6
52287,Funes,NAR,CO,6
52317,Guachucal,NAR,CO,6
52320,Guaitarilla,NAR,CO,6
52323,Gualmatan,NAR,CO,6
52352,Iles,NAR,CO,6
52354,Imues,NAR,CO,6
52356,Ipiales,NAR,CO,6
52378,La Cruz,NAR,CO,6
52381,La Florida,NAR,CO,6
52385,La Llanada,NAR,CO,6
52390,La Tola,NAR,CO,6
52399,La Union,NAR,CO,6
52405,Leiva,NAR,CO,6
52411,Linares,NAR,CO,6
52418,Los Andes,NAR,CO,6
52427,Magsi,NAR,CO,6
52435,Mallama,NAR,CO,6
52473,Mosquera,NAR,CO,6
52480,Nariño,NAR,CO,6
52490,Olaya Herrera,NAR,CO,6
52506,Ospina,NAR,CO,6
52520,Francisco Pizarro,NAR,CO,6
52540,Policarpa,NAR,CO,6
52560,Potosi,NAR,CO,6
52565,Providencia,NAR,CO,6
52573,Puerres,NAR,CO,6
52585,Pupiales,NAR,CO,6
52612,Ricaurte,NAR,CO,6
52621,Roberto Payan,NAR,CO,6
52678,Samaniego,NAR,CO,6
52683,Sandona,NAR,CO,6
52685,San Bernardo,NAR,CO,6
52687,San Lorenzo,NAR,CO,6
52693,San Pablo,NAR,CO,6
52694,San Pedro De Cartago,NAR,CO,6
52696,Santa Barbara,NAR,CO,6
52699,Santacruz,NAR,CO,6
52720,Sapuyes,NAR,CO,6
52786,Taminango,NAR,CO,6
52788,Tangua,NAR,CO,6
52835,San Andres De Tumaco,NAR,CO,6
52838,Tuquerres,NAR,CO,6
52885,Yacuanquer,NAR,CO,6
86001,Mocoa,PUT,CO,6
86219,Colon,PUT,CO,6
86320,Orito,PUT,CO,6
86568,Puerto Asis,PUT,CO,6
86569,Puerto Caicedo,PUT,CO,6
86571,Puerto Guzman,PUT,CO,6
86573,Leguizamo,PUT,CO,6
86749,Sibundoy,PUT,CO,6
86755,San Francisco,PUT,CO,6
86757,San Miguel,PUT,CO,6
86760,Santiago,PUT,CO,6
86865,Valle Del Guamuez,PUT,CO,6
86885,Villagarzon,PUT,CO,6
63001,Armenia,QUI,CO,6
63111,Buenavista,QUI,CO,6
63130,Calarca,QUI,CO,6
63190,Circasia,QUI,CO,6
63212,Cordoba,QUI,CO,6
63272,Filandia,QUI,CO,6
63302,Genova,QUI,CO,6
63401,La Tebaida,QUI,CO,6
63470,Montenegro,QUI,CO,6
63548,Pijao,QUI,CO,6
63594,Quimbaya,QUI,CO,6
63690,Salento,QUI,CO,6
66001,Pereira,RIS,CO,6
66045,Apia,RIS,CO,6
66075,Balboa,RIS,CO,6
66088,Belen De Umbria,RIS,CO,6
66170,Dosquebradas,RIS,CO,6
66318,Guatica,RIS,CO,6
66383,La Celia,RIS,CO,6
66400,La Virginia,RIS,CO,6
66440,Marsella,RIS,CO,6
66456,Mistrato,RIS,CO,6
66572,Pueblo Rico,RIS,CO,6
66594,Quinchia,RIS,CO,6
66682,Santa Rosa De Cabal,RIS,CO,6
66687,Santuario,RIS,CO,6
88001,San Andres,SAP,CO,6
88564,Providencia,SAP,CO,6
68001,Bucaramanga,SAN,CO,6
68013,Aguada,SAN,CO,6
68020,Albania,SAN,CO,6
68051,Aratoca,SAN,CO,6
68077,Barbosa,SAN,CO,6
68079,Barichara,SAN,CO,6
68081,Barrancabermeja,SAN,CO,6
68092,Betulia,SAN,CO,6
68101,Bolivar,SAN,CO,6
68121,Cabrera,SAN,CO,6
68132,California,SAN,CO,6
68147,Capitanejo,SAN,CO,6
68152,Carcasi,SAN,CO,6
68160,Cepita,SAN,CO,6
68162,Cerrito,SAN,CO,6
68167,Charala,SAN,CO,6
68169,Charta,SAN,CO,6
68176,Chima,SAN,CO,6
68179,Chipata,SAN,CO,6
68190,Cimitarra,SAN,CO,6
68207,Concepcion,SAN,CO,6
68209,Confines,SAN,CO,6
68211,Contratacion,SAN,CO,6
68217,Coromoro,SAN,CO,6
68229,Curiti,SAN,CO,6
68235,El Carmen De Chucuri,SAN,CO,6
68245,El Guacamayo,SAN,CO,6
68250,El Peñon,SAN,CO,6
68255,El Playon,SAN,CO,6
68264,Encino,SAN,CO,6
68266,Enciso,SAN,CO,6
68271,Florian,SAN,CO,6
68276,Floridablanca,SAN,CO,6
68296,Galan,SAN,CO,6
68298,Gambita,SAN,CO,6
68307,Giron,SAN,CO,6
68318,Guaca,SAN,CO,6
68320,Guadalupe,SAN,CO,6
68322,Guapota,SAN,CO,6
68324,Guavata,SAN,CO,6
68327,Gsepsa,SAN,CO,6
68344,Hato,SAN,CO,6
68368,Jesus Maria,SAN,CO,6
68370,Jordan,SAN,CO,6
68377,La Belleza,SAN,CO,6
68385,Landazuri,SAN,CO,6
68397,La Paz,SAN,CO,6
68406,Lebrija,SAN,CO,6
68418,Los Santos,SAN,CO,6
68425,Macaravita,SAN,CO,6
68432,Malaga,SAN,CO,6
68444,Matanza,SAN,CO,6
68464,Mogotes,SAN,CO,6
68468,Molagavita,SAN,CO,6
68498,Ocamonte,SAN,CO,6
68500,Oiba,SAN,CO,6
68502,Onzaga,SAN,CO,6
68522,Palmar,SAN,CO,6
68524,Palmas Del Socorro,SAN,CO,6
68533,Paramo,SAN,CO,6
68547,Piedecuesta,SAN,CO,6
68549,Pinchote,SAN,CO,6
68572,Puente Nacional,SAN,CO,6
68573,Puerto Parra,SAN,CO,6
68575,Puerto Wilches,SAN,CO,6
68615,Rionegro,SAN,CO,6
68655,Sabana De Torres,SAN,CO,6
68669,San Andres,SAN,CO,6
68673,San Benito,SAN,CO,6
68679,San Gil,SAN,CO,6
68682,San Joaquin,SAN,CO,6
68684,San Jose De Miranda,SAN,CO,6
68686,San Miguel,SAN,CO,6
68689,San Vicente De Chucuri,SAN,CO,6
68705,Santa Barbara,SAN,CO,6
68720,Santa Helena Del Opon,SAN,CO,6
68745,Simacota,SAN,CO,6
68755,Socorro,SAN,CO,6
68770,Suaita,SAN,CO,6
68773,Sucre,SAN,CO,6
68780,Surata,SAN,CO,6
68820,Tona,SAN,CO,6
68855,Valle De San Jose,SAN,CO,6
68861,Velez,SAN,CO,6
68867,Vetas,SAN,CO,6
68872,Villanueva,SAN,CO,6
68895,Zapatoca,SAN,CO,6
70001,Sincelejo,SUC,CO,6
70110,Buenavista,SUC,CO,6
70124,Caimito,SUC,CO,6
70204,Coloso,SUC,CO,6
70215,Corozal,SUC,CO,6
70221,Coveñas,SUC,CO,6
70230,Chalan,SUC,CO,6
70233,El Roble,SUC,CO,6
70235,Galeras,SUC,CO,6
70265,Guaranda,SUC,CO,6
70400,La Union,SUC,CO,6
70418,Los Palmitos,SUC,CO,6
70429,Majagual,SUC,CO,6
70473,Morroa,SUC,CO,6
70508,Ovejas,SUC,CO,6
70523,Palmito,SUC,CO,6
70670,Sampues,SUC,CO,6
70678,San Benito Abad,SUC,CO,6
70702,San Juan De Betulia,SUC,CO,6
70708,San Marcos,SUC,CO,6
70713,San Onofre,SUC,CO,6
70717,San Pedro,SUC,CO,6
70742,San Luis De Since,SUC,CO,6
70771,Sucre,SUC,CO,6
70820,Santiago De Tolu,SUC,CO,6
70823,Tolu Viejo,SUC,CO,6
73001,Ibague,TOL,CO,6
73024,Alpujarra,TOL,CO,6
73026,Alvarado,TOL,CO,6
73030,Ambalema,TOL,CO,6
73043,Anzoategui,TOL,CO,6
73055,Armero,TOL,CO,6
73067,Ataco,TOL,CO,6
73124,Cajamarca,TOL,CO,6
73148,Carmen De Apicala,TOL,CO,6
73152,Casabianca,TOL,CO,6
73168,Chaparral,TOL,CO,6
73200,Coello,TOL,CO,6
73217,Coyaima,TOL,CO,6
73226,Cunday,TOL,CO,6
73236,Dolores,TOL,CO,6
73268,Espinal,TOL,CO,6
73270,Falan,TOL,CO,6
73275,Flandes,TOL,CO,6
73283,Fresno,TOL,CO,6
73319,Guamo,TOL,CO,6
73347,Herveo,TOL,CO,6
73349,Honda,TOL,CO,6
73352,Icononzo,TOL,CO,6
73408,Lerida,TOL,CO,6
73411,Libano,TOL,CO,6
73443,Mariquita,TOL,CO,6
73449,Melgar,TOL,CO,6
73461,Murillo,TOL,CO,6
73483,Natagaima,TOL,CO,6
73504,Ortega,TOL,CO,6
73520,Palocabildo,TOL,CO,6
73547,Piedras,TOL,CO,6
73555,Planadas,TOL,CO,6
73563,Prado,TOL,CO,6
73585,Purificacion,TOL,CO,6
73616,Rioblanco,TOL,CO,6
73622,Roncesvalles,TOL,CO,6
73624,Rovira,TOL,CO,6
73671,Saldaña,TOL,CO,6
73675,San Antonio,TOL,CO,6
73678,San Luis,TOL,CO,6
73686,Santa Isabel,TOL,CO,6
73770,Suarez,TOL,CO,6
73854,Valle De San Juan,TOL,CO,6
73861,Venadillo,TOL,CO,6
73870,Villahermosa,TOL,CO,6
73873,Villarrica,TOL,CO,6
76001,Cali,VAC,CO,6
76020,Alcala,VAC,CO,6
76036,Andalucia,VAC,CO,6
76041,Ansermanuevo,VAC,CO,6
76054,Argelia,VAC,CO,6
76100,Bolivar,VAC,CO,6
76109,Buenaventura,VAC,CO,6
76111,Guadalajara De Buga,VAC,CO,6
76113,Bugalagrande,VAC,CO,6
76122,Caicedonia,VAC,CO,6
76126,Calima,VAC,CO,6
76130,Candelaria,VAC,CO,6
76147,Cartago,VAC,CO,6
76233,Dagua,VAC,CO,6
76243,El Aguila,VAC,CO,6
76246,El Cairo,VAC,CO,6
76248,El Cerrito,VAC,CO,6
76250,El Dovio,VAC,CO,6
76275,Florida,VAC,CO,6
76306,Ginebra,VAC,CO,6
76318,Guacari,VAC,CO,6
76364,Jamundi,VAC,CO,6
76377,La Cumbre,VAC,CO,6
76400,La Union,VAC,CO,6
76403,La Victoria,VAC,CO,6
76497,Obando,VAC,CO,6
76520,Palmira,VAC,CO,6
76563,Pradera,VAC,CO,6
76606,Restrepo,VAC,CO,6
76616,Riofrio,VAC,CO,6
76622,Roldanillo,VAC,CO,6
76670,San Pedro,VAC,CO,6
76736,Sevilla,VAC,CO,6
76823,Toro,VAC,CO,6
76828,Trujillo,VAC,CO,6
76834,Tulua,VAC,CO,6
76845,Ulloa,VAC,CO,6
76863,Versalles,VAC,CO,6
76869,Vijes,VAC,CO,6
76890,Yotoco,VAC,CO,6
76892,Yumbo,VAC,CO,6
76895,Zarzal,VAC,CO,6
97001,Mitu,VAU,CO,6
97161,Caruru,VAU,CO,6
97511,Pacoa,VAU,CO,6
97666,Taraira,VAU,CO,6
97777,Papunaua,VAU,CO,6
97889,Yavarate,VAU,CO,6
99001,Puerto Carreño,VIC,CO,6
99524,La Primavera,VIC,CO,6
99624,Santa Rosalia,VIC,CO,6
99773,Cumaribo,VIC,CO,6
